Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
Churn,1,25213,2704.66667,8336.66667,26,0.88793103,Silver,Billing Problem,18.3,0,0,5,1,0
Churn,1,15040,726.666667,4272.66667,28,-1,Gold,Billing Problem,35.3,0,0,10,1,0
Churn,1,2078,30.6666667,2817.33333,28,-1,Gold,Billing Problem,35.3,0,0,17,1,0
No Churn,0,8732,4625.33333,26382.6667,38,0.22971274,Silver,Billing Problem,1.5,0,0,4,1,0
No Churn,0,8082,5307,2295,38,-0.3289474,Gold,Billing Problem,11.8,0,0,8,1,0
Churn,1,15858,2054,26611,38,0.01871,Silver,Billing Problem,17.3,0,0,6,1,0
No Churn,0,15254,7994.66667,26933,38,-0.3583527,Silver,Moving,1,0,0,16,1,0
No Churn,0,20675,4090.66667,38972.6667,38,-0.2379562,Silver,Call Quality,10,0,0,12,1,0
Churn,1,3347,1780,3299.33333,38,3.08,Gold,Billing Problem,24.6,0,0,12,1,0
Churn,1,96992,3191,57781,38,-0.104918,Silver,Billing Problem,41.3,0,0,26,1,0
Churn,1,24276,8617,52032,38,-0.1098131,Silver,Billing Problem,20.8,0,0,0,1,0
No Churn,0,26447,7076,56551.3333,26,0.434,Silver,Billing Problem,10.3,0,0,13,1,0
No Churn,0,9486,1411.33333,10525.3333,38,2.07594937,Gold,Billing Problem,4.7,0,0,18,1,0
Churn,1,30288,8046.66667,131697.667,38,-0.6372501,Silver,Billing Problem,8.2,0,0,2,1,0
No Churn,0,9545,2148.66667,12680.3333,38,0.38098831,Silver,Billing Problem,10.8,0,0,6,1,0
Churn,1,21790,16978.6667,54926.6667,38,0.19185059,Silver,Call Quality,18.5,0,0,10,1,0
Churn,1,32961,428.666667,5304,38,2.24056604,Gold,Billing Problem,18,0,0,7,1,0
No Churn,0,8601,0,0,22,-0.1915174,Silver,Moving,19,0,0,17,1,0
Churn,1,3347,0,204,38,0,Gold,Billing Problem,8,0,0,17,1,0
Churn,1,22274,11737.3333,25281,27,-0.6714261,Silver,Billing Problem,13.4,0,0,3,1,0
No Churn,0,14918,3668,19780.6667,38,-0.2680079,Silver,Call Quality,24.3,0,0,5,1,0
No Churn,0,9047,3498,43280.6667,38,0.41308256,Silver,Billing Problem,5.8,0,0,21,1,0
No Churn,0,10032,1315.66667,6880.66667,38,-0.0963855,Gold,Billing Problem,0,0,0,10,1,0
Churn,1,10498,13258.3333,15546.3333,38,-1,Gold,Call Quality,11,0,0,22,1,0
No Churn,0,12712,8581,57645.6667,25,0.003861,Silver,Billing Problem,11.4,0,0,25,1,0
No Churn,0,22059,9896,67566.6667,33,0.56213018,Silver,Billing Problem,5,0,0,11,1,0
Churn,1,55445,15301.3333,46130,29,-0.6960375,Silver,Billing Problem,18.8,0,0,5,1,0
No Churn,0,36697,13194,141019.667,17,-0.3505393,Silver,Billing Problem,11.3,0,0,4,1,0
Churn,1,12116,10238.3333,19818.6667,20,-1,Silver,Call Quality,10,0,0,20,1,0
Churn,1,13136,1843,15404.3333,38,-0.2300242,Silver,Billing Problem,16,0,0,21,1,0
Churn,1,15520,5060.33333,20509.6667,38,-0.345515,Silver,Call Quality,60,0,0,20,1,0
Churn,1,31083,11262.3333,60925.6667,16,-0.9496222,Silver,Call Quality,17.6,0,0,10,1,0
No Churn,0,10169,1612.33333,30333.3333,38,0.05,Silver,Moving,1,0,0,17,1,0
No Churn,0,5395,18691.6667,45133.3333,18,-0.4899408,Silver,Billing Problem,0,0,0,12,1,0
No Churn,0,32150,5237,10198,38,0.50410686,Silver,Moving,7,0,0,9,1,0
No Churn,0,15189,3193,3067.66667,38,-0.0506329,Gold,Billing Problem,5.8,0,0,16,1,0
No Churn,0,32405,3282,42075.6667,26,0.37843515,Silver,Moving,8,0,15,3,1,0
No Churn,0,21610,15635.3333,57239.3333,38,0.53280318,Silver,Call Quality,21.7,0,0,10,1,0
No Churn,0,3805,2660.33333,15526,38,4.36065574,Gold,Call Quality,57.6,0,0,1,1,0
No Churn,0,47285,43394,174559,38,-0.1223483,Silver,Billing Problem,3.6,0,0,23,1,0
No Churn,0,26422,21416,62575.3333,21,0.0806345,Silver,Check Account,17.5,0,0,9,1,0
Churn,1,20626,3119.66667,68094,38,0.26760563,Silver,Billing Problem,46.3,0,0,15,1,0
No Churn,0,8811,172.333333,1566.33333,38,0.53333333,Gold,Billing Problem,6.5,0,0,11,1,0
No Churn,0,15572,4411.33333,25388,38,-0.2833608,Gold,Billing Problem,9.8,0,0,2,1,0
No Churn,0,14339,998.333333,22747.3333,38,-0.2702703,Silver,Moving,2.7,0,0,18,1,0
Churn,1,10824,5723.33333,17194,29,0.26376297,Silver,Call Quality,17.8,0,0,13,1,0
No Churn,0,29150,14341,109889.333,38,0.2716138,Silver,Billing Problem,5.3,0,0,11,1,0
Churn,1,21186,0,0,28,-1,Silver,Call Quality,13.3,0,0,17,1,0
Churn,1,179907,6892,81502,38,-0.5530901,Silver,Billing Problem,27,0,0,38,1,0
Churn,1,10424,62713.6667,182017,26,-0.6948344,Silver,Billing Problem,19.3,0,0,4,1,0
Churn,1,8783,5659.33333,37200.6667,38,0.01998653,Silver,Billing Problem,32.4,0,0,6,1,0
No Churn,0,12851,6957.33333,16342,22,-0.3572057,Silver,Moving,54,0,0,22,1,0
Churn,1,20035,4105.66667,28138.3333,22,-0.2111324,Silver,Billing Problem,26.3,0,0,10,1,0
Churn,1,25839,546.666667,22314.6667,38,-1,Silver,Billing Problem,3.2,0,0,12,1,0
No Churn,0,24194,11037.6667,22989.3333,38,-0.4083529,Silver,Call Quality,36.3,0,0,5,1,0
Churn,1,12712,11765.6667,66880,38,-0.598993,Silver,Billing Problem,23,0,0,14,1,0
No Churn,0,39234,11244.6667,36631,31,-0.2173058,Silver,,14.6,0,0,17,1,0
Churn,1,23321,7820,24335.6667,27,-0.7455376,Silver,Billing Problem,17.6,0,0,10,1,0
Churn,1,10232,2696,10656.6667,27,-0.7455376,Silver,Billing Problem,17.6,0,0,3,1,0
No Churn,0,3933,4047,5114.33333,38,-0.6962025,Gold,Billing Problem,1.7,0,0,38,1,0
Churn,1,13122,4935.33333,16150,38,-0.8737728,Gold,Call Quality,7,0,0,7,1,0
Churn,1,10275,6482.33333,12072.6667,38,-0.8583691,Silver,Call Quality,29.3,0,0,4,1,0
No Churn,0,14881,11191.6667,39512,38,-0.3978365,Silver,Billing Problem,16.4,0,0,5,1,0
No Churn,0,13577,2813,2368.33333,38,0.21348315,Silver,Check Account,0,0,0,1,1,0
Churn,1,29224,8437.66667,39230.3333,30,-0.566586,Silver,Call Quality,11.4,0,0,1,1,0
No Churn,0,20652,8822,38900.6667,28,-0.3827266,Silver,Billing Problem,2.3,0,0,11,1,0
No Churn,0,14505,6473,34082.6667,28,-0.3827266,Silver,Billing Problem,2.3,0,0,22,1,0
Churn,1,10778,1142.66667,16001.6667,38,-1,Gold,Check Account,0,0,0,13,1,0
No Churn,0,12830,6998,36533,38,-0.3804878,Silver,Billing Problem,5.4,0,0,23,1,0
Churn,1,24749,12278.6667,52287.3333,38,-0.3871789,Silver,Billing Problem,17.3,0,0,1,1,0
Churn,1,9044,5887.33333,58708,24,-0.4214725,Silver,Call Quality,19.8,0,0,7,1,0
Churn,1,4162,48.6666667,3842.66667,38,-0.3414634,Gold,Billing Problem,25,0,0,8,1,0
No Churn,0,14976,12657,52501.6667,19,-0.6578699,Silver,Billing Problem,12,0,0,9,1,0
Churn,1,14407,38,68,32,0,Silver,Billing Problem,14,0,0,17,1,0
Churn,1,17373,11080.6667,18494.3333,32,0,Silver,Billing Problem,14,0,0,18,1,0
No Churn,0,49210,66149.3333,71328,38,-0.0267657,Silver,Billing Problem,7.5,0,0,4,1,0
Churn,1,15254,4093.66667,59240.3333,38,-0.3284089,Silver,Billing Problem,18,0,0,13,1,0
Churn,1,3263,0,0,20,0,Gold,Billing Problem,38,0,0,17,1,0
No Churn,0,24792,10866,69811,33,0.73206057,Silver,Moving,11.7,0,0,3,1,0
No Churn,0,22474,7528.33333,33364.6667,33,0.73206057,Silver,Moving,11.7,0,7,3,1,0
No Churn,0,21057,21727,49132.3333,38,-0.4673122,Silver,Billing Problem,8,0,0,7,1,0
No Churn,0,5766,5224.33333,13062.3333,38,-0.6408451,Gold,Billing Problem,3.8,0,0,22,1,0
No Churn,0,29156,3945.66667,85799.3333,38,0.00325945,Silver,Billing Problem,5,0,0,12,1,0
No Churn,0,10169,10787,74263.3333,32,0.3146323,Silver,Billing Problem,2.7,0,0,2,1,0
Churn,1,7859,2709,25272,26,0.26446281,Gold,Billing Problem,10.8,0,0,15,1,0
No Churn,0,32542,12891,39613,23,-0.0222378,Silver,Check Account,0,0,0,3,1,0
No Churn,0,10169,668.666667,12811.3333,38,-0.1395349,Silver,Billing Problem,6.8,0,0,20,1,0
Churn,1,5511,22972.3333,36787.3333,38,-0.5238095,Gold,Call Quality,1,0,0,17,1,0
No Churn,0,23862,43491.6667,97117.6667,38,-0.4591613,Silver,Check Account,0,0,0,15,1,0
No Churn,0,73659,22891,128718.333,38,0.11937857,Silver,Moving,5,0,0,3,1,0
Churn,1,6915,5532.66667,10374.6667,38,3.43835616,Gold,Billing Problem,17.5,0,0,18,1,0
No Churn,0,43207,14823.6667,68311.6667,38,-0.1378259,Silver,Billing Problem,16.2,0,0,11,1,0
No Churn,0,21137,1536,34025,38,-0.5897436,Silver,Moving,0,0,0,15,1,0
No Churn,0,4824,2156.33333,4563.66667,38,0.97560976,Gold,Moving,7.8,0,0,7,1,0
No Churn,0,15643,1912,8021,24,-1,Gold,Billing Problem,34,0,0,7,1,0
No Churn,0,29542,89.3333333,1569,38,-0.8636364,Gold,Check Account,0,0,0,38,1,0
No Churn,0,23715,9008.33333,51798.3333,38,-0.3669725,Silver,Moving,6.4,0,0,9,1,0
No Churn,0,23413,1321,11316.6667,38,-0.4459459,Silver,Billing Problem,3,0,0,27,1,0
No Churn,0,17746,9193.33333,33335,38,-0.1623616,Silver,Moving,9,0,0,16,1,0
Churn,1,14407,2271,16922.6667,26,-0.9555556,Silver,Call Quality,40.8,0,145,6,1,0
No Churn,0,24716,3957.33333,29539.6667,38,0.22891731,Silver,Billing Problem,8.2,0,0,11,1,0
Churn,1,12288,0,0,18,-0.2794862,Silver,Moving,39.8,0,0,17,1,0
Churn,1,13209,907.333333,25459.3333,38,0.05454545,Silver,Billing Problem,30.8,0,0,18,1,0
Churn,1,21379,6006,63105.6667,38,-1,Silver,Call Quality,15.8,0,0,10,1,0
No Churn,0,10169,4925.33333,43630.3333,38,-0.0687023,Silver,Billing Problem,5.5,0,0,8,1,0
No Churn,0,25540,21073.6667,50661.3333,30,-0.4805593,Silver,Billing Problem,2,0,0,5,1,0
No Churn,0,4086,8530.33333,32595.3333,26,-0.7894737,Silver,Moving,3,0,0,8,1,0
No Churn,0,5179,1211,8367,38,2,Gold,Check Account,0,0,0,19,1,0
No Churn,0,21502,17037.3333,53443,38,-0.6843381,Silver,Billing Problem,9.2,0,0,5,1,0
Churn,1,4526,7216.66667,24628,38,0.60740741,Gold,Billing Problem,11,0,0,10,1,0
No Churn,0,18642,3286.33333,25113.6667,38,-0.1146853,Silver,Billing Problem,1.5,0,0,38,1,0
No Churn,0,12915,670,7453.66667,38,0.3699422,Gold,Billing Problem,29.5,0,0,13,1,0
Churn,1,12712,791.333333,19258,38,0,Silver,Call Quality,21.5,0,0,20,1,0
No Churn,0,30279,8447.66667,42879.3333,38,-0.2140161,Silver,Billing Problem,13.7,0,0,3,1,0
No Churn,0,14161,1872.66667,33232,25,0.1754323,Silver,Moving,6,0,0,1,1,0
Churn,1,12712,1107,4868.33333,25,-1,Silver,Billing Problem,18.3,0,0,7,1,0
Churn,1,17059,9303,36066,38,0.02178218,Silver,Billing Problem,11,0,0,1,1,0
No Churn,0,18262,3806.33333,28124.6667,38,-0.3000543,Silver,Billing Problem,10.7,0,0,7,1,0
No Churn,0,10190,1332.66667,483.666667,30,9,Silver,Billing Problem,6.5,0,0,0,1,0
No Churn,0,55056,242,1111,25,-0.9773593,Silver,Moving,5.7,0,0,2,1,0
No Churn,0,15254,3152.33333,20491.6667,20,0.59154126,Silver,Billing Problem,5.2,0,0,4,1,0
No Churn,0,54984,5622.33333,15044,26,-0.3579137,Silver,Billing Problem,5.8,0,0,16,1,0
Churn,1,26986,10468.6667,58436.3333,38,-0.0334975,Silver,Call Quality,20,0,0,1,1,0
Churn,1,37844,8,8.66666667,27,0,Gold,Billing Problem,10.8,0,0,17,1,0
Churn,1,4823,5021.66667,39403,38,-1,Gold,Call Quality,8.2,0,0,6,1,0
Churn,1,7654,1515.66667,5294,38,-0.4139535,Gold,Billing Problem,4,0,0,6,1,0
No Churn,0,34294,5006.66667,15188,26,-0.0616114,Silver,Billing Problem,10.5,0,0,26,1,0
No Churn,0,18446,18171.6667,56032.6667,38,-0.2277702,Silver,Moving,3.7,0,0,13,1,0
No Churn,0,12712,362.333333,15683.6667,38,0.48,Silver,Moving,4.5,0,0,2,1,0
No Churn,0,23602,3149.33333,54584,38,0.17073171,Silver,Billing Problem,20.5,0,0,11,1,0
No Churn,0,21186,5459.33333,7030.66667,25,0.11290323,Silver,Moving,1,0,0,13,1,0
Churn,1,3678,956.666667,1958.66667,38,-0.4827586,Gold,Billing Problem,12.7,0,0,4,1,0
Churn,1,10169,6665.33333,24669,38,-0.4322917,Silver,Moving,8,0,0,3,1,0
Churn,1,21669,0,0,25,-0.673913,Silver,Billing Problem,23,0,0,17,1,0
No Churn,0,10275,3006,24984.6667,38,0.26689189,Silver,Billing Problem,2,0,0,17,1,0
Churn,1,62916,0,0,26,0,Silver,Call Quality,25,0,0,17,1,0
No Churn,0,15464,3134.66667,16893.6667,38,0.01886792,Silver,Billing Problem,10.5,0,0,12,1,0
No Churn,0,15507,5668.66667,33201.6667,22,-0.5958453,Gold,Moving,7,0,0,29,1,0
Churn,1,21443,66771.3333,292282.333,31,-0.362631,Silver,Billing Problem,27,0,0,2,1,0
Churn,1,10293,2922.66667,17877.6667,38,1.61971831,Silver,Billing Problem,17.2,0,0,10,1,0
No Churn,0,18135,9449.33333,68822,38,0.01837524,Silver,Billing Problem,10.5,0,0,24,1,0
No Churn,0,22088,3894.33333,21318,38,-0.2432432,Gold,Billing Problem,15.5,0,0,19,1,0
No Churn,0,19836,3564,36886,38,-0.557047,Silver,Billing Problem,18.7,0,0,2,1,0
Churn,1,12512,7105,4058.33333,38,-0.9230769,Gold,Moving,12.5,0,0,38,1,0
No Churn,0,20411,4857,28413.6667,38,-0.1109489,Silver,Billing Problem,2.2,0,0,2,1,0
No Churn,0,5053,7173.33333,4397.33333,38,0.41964286,Gold,Billing Problem,0,0,0,38,1,0
No Churn,0,14063,2938.33333,15547.3333,38,1.07792208,Gold,Billing Problem,14.7,0,0,13,1,0
No Churn,0,16350,362,6142.33333,38,0.41025641,Gold,Billing Problem,5.7,0,0,15,1,0
Churn,1,3576,9649.66667,9546.66667,38,-0.5714286,Gold,Moving,7,0,0,22,1,0
No Churn,0,21186,7252,32993,30,-0.1656459,Silver,Moving,9.7,0,0,10,1,0
Churn,1,15113,15672.6667,25835.3333,38,-0.9866607,Silver,Billing Problem,18.8,0,0,3,1,0
No Churn,0,20949,22797,40210,38,0.05925926,Silver,Billing Problem,4.5,0,0,38,1,0
No Churn,0,12288,458,16099,38,-0.6234639,Silver,Moving,9,0,13,17,1,0
Churn,1,19317,690.333333,3035.33333,23,0.24390244,Silver,Billing Problem,14.5,0,0,8,1,0
No Churn,0,10228,0,0,18,-0.3030303,Silver,Moving,8,0,0,17,1,0
No Churn,0,10743,3182.33333,17595.6667,21,-0.00625,Silver,Billing Problem,17.7,0,0,21,1,0
Churn,1,13300,11920.6667,43006.6667,15,-0.6527331,Gold,Billing Problem,32.5,0,0,2,1,0
No Churn,0,10169,4985.66667,12536.6667,20,0.13445378,Silver,Billing Problem,7.7,0,0,20,1,0
No Churn,0,6670,0,25.3333333,31,0,Gold,Billing Problem,9.4,0,0,17,1,0
No Churn,0,10830,4201,4346.33333,38,-0.2620321,Gold,Billing Problem,4,0,0,38,1,0
No Churn,0,33282,11586,44576.3333,29,0.05617978,Silver,Call Quality,6,0,0,29,1,0
Churn,1,49624,1675,4719.33333,38,-0.1328125,Gold,Billing Problem,4.7,0,0,10,1,0
No Churn,0,14407,7601,17164,38,-0.4938875,Silver,Moving,0,0,0,3,1,0
No Churn,0,5391,2386,9541.66667,38,1.22222222,Gold,Check Account,0,0,0,14,1,0
No Churn,0,17793,6204.33333,14857,23,0.3062201,Silver,Billing Problem,1,0,0,2,1,0
Churn,1,22605,1961,6673.66667,38,0.45244957,Silver,Billing Problem,10.3,0,0,1,1,0
Churn,1,11734,1175.33333,5208.66667,24,0.875,Gold,Billing Problem,5.3,0,0,5,1,0
No Churn,0,17970,8519.66667,27082.3333,28,-0.0292135,Silver,Billing Problem,18,0,0,1,1,0
Churn,1,44468,0,0,15,-0.9364407,Silver,Billing Problem,27.5,0,0,17,1,0
Churn,1,12712,1954,22944.6667,38,-1,Silver,Billing Problem,10,0,0,7,1,0
Churn,1,12455,356.333333,819,38,-1,Silver,Billing Problem,27.3,0,0,22,1,0
No Churn,0,3042,784.333333,9731,22,-0.6,Gold,Billing Problem,5.2,0,0,2,1,0
No Churn,0,27371,7558.66667,62990,28,1.03958692,Silver,Billing Problem,8,0,0,25,1,0
No Churn,0,37026,6417.33333,66987.6667,38,-0.3346228,Silver,Billing Problem,11.7,0,0,7,1,0
No Churn,0,17589,13278.3333,48166,37,-0.0624422,Silver,Check Account,0,0,0,10,1,0
Churn,1,20962,17492.3333,151677.333,37,-1,Silver,Billing Problem,13.8,0,0,8,1,0
No Churn,0,34540,17756,125136,38,-0.1194391,Silver,Billing Problem,12.5,0,0,4,1,0
No Churn,0,14407,12157.6667,39439.3333,38,-0.276901,Silver,Billing Problem,36.5,0,0,22,1,0
No Churn,0,12712,10627.6667,34545,38,-0.2388129,Silver,Moving,6,0,0,20,1,0
No Churn,0,3347,0,4,38,0,Gold,Moving,1.7,0,0,0,1,0
No Churn,0,59665,6568.33333,24044.3333,37,-0.1718147,Silver,Billing Problem,11.3,0,0,37,1,0
Churn,1,45079,5236.66667,57162.3333,37,-0.1239912,Silver,Billing Problem,19.6,0,0,3,1,0
No Churn,0,14407,10926,82670.3333,37,0.09897959,Silver,Moving,6.3,0,0,3,1,0
No Churn,0,32510,12079,34854,37,-0.1877152,Silver,Billing Problem,9.2,0,0,15,1,0
No Churn,0,12712,4856.33333,22879.6667,25,0.22338692,Silver,Billing Problem,6.7,0,0,3,1,0
No Churn,0,14069,6016,47583,37,-0.3286713,Silver,Billing Problem,9.3,0,0,19,1,0
No Churn,0,5641,624,2413,37,0.56,Gold,Moving,1.7,0,0,5,1,0
No Churn,0,12289,9425,18297,37,-0.1303371,Silver,Billing Problem,10,0,0,18,1,0
Churn,1,11458,2165.66667,17653.3333,37,-1,Silver,Call Quality,17.6,0,0,10,1,0
Churn,1,17853,1724.66667,6147.66667,37,-0.4452347,Silver,Billing Problem,2.5,0,0,37,1,0
Churn,1,27303,5076.66667,26395.6667,37,0.00395961,Silver,Call Quality,20.8,0,0,13,1,0
Churn,1,5551,0,28,37,-1,Gold,Call Quality,24,0,0,5,1,0
No Churn,0,11289,46572.3333,131972.667,28,-0.5957923,Silver,Call Quality,16.6,0,0,4,1,0
No Churn,0,18593,15582.3333,39305.6667,37,-0.3694299,Silver,Billing Problem,9.3,0,0,11,1,0
No Churn,0,32416,25319.3333,61213,37,-0.1737589,Silver,Billing Problem,2,0,0,1,1,0
No Churn,0,10169,2273,3545,28,-0.3943013,Silver,Billing Problem,1.8,0,0,28,1,0
Churn,1,9889,6872.33333,13758.3333,37,-0.1398601,Gold,Call Quality,17.8,0,0,8,1,0
No Churn,0,9616,10349.3333,20875,37,-0.0906451,Silver,Billing Problem,0,0,0,15,1,0
No Churn,0,36139,7021,25267.6667,37,-0.3361486,Silver,Billing Problem,6.5,0,0,10,1,0
No Churn,0,26793,5549.33333,33737,30,-0.1984733,Silver,Billing Problem,6.9,0,0,15,1,0
No Churn,0,68130,17475,151736.333,37,0.07440533,Silver,Billing Problem,12,0,0,5,1,0
No Churn,0,7174,668,18631,37,-0.4280356,Silver,Check Account,0,0,0,10,1,0
Churn,1,11467,0,0,22,-0.625,Gold,Billing Problem,32.8,0,0,17,1,0
Churn,1,3347,76,22069.6667,37,-1,Gold,Check Account,0,0,0,18,1,0
No Churn,0,13262,11514.3333,36972.6667,37,-0.6878882,Silver,Call Quality,8,0,0,9,1,0
Churn,1,24163,1297,23789,37,-0.3970657,Gold,Call Quality,12.8,0,0,10,1,0
No Churn,0,35540,16536.6667,88420,37,-0.2713435,Silver,Billing Problem,8.8,0,0,1,1,0
No Churn,0,15444,12473.6667,29919.6667,16,0.36513761,Gold,Billing Problem,12.2,0,0,16,1,0
No Churn,0,12482,5710,16007.6667,37,0.4268563,Silver,Billing Problem,13.9,0,0,11,1,0
Churn,1,12712,5086.66667,13908,37,-0.4087591,Silver,Billing Problem,32.3,0,0,7,1,0
No Churn,0,12288,4782,9462,37,-0.3127395,Silver,Billing Problem,3.8,0,0,20,1,0
Churn,1,22228,15530.3333,76127.3333,37,-0.6690544,Silver,Billing Problem,10.3,0,0,5,1,0
Churn,1,4187,456.666667,971.333333,37,-0.8421053,Gold,Call Quality,25.3,0,0,8,1,0
No Churn,0,4597,441.333333,1221.66667,37,-0.5,Gold,Moving,4.3,0,0,37,1,0
No Churn,0,50909,16712.3333,63122,37,-0.4688347,Silver,Billing Problem,18.5,0,0,3,1,0
Churn,1,4255,6147.33333,23252.3333,37,0.08235294,Gold,Billing Problem,11,0,0,21,1,0
Churn,1,9395,10411,53603.3333,15,-0.4723176,Silver,Call Quality,72.5,0,0,14,1,0
No Churn,0,14407,8810,25206.3333,22,0.08495146,Silver,Billing Problem,9,0,0,22,1,0
Churn,1,5761,10470.6667,18800,37,-0.4456522,Gold,Call Quality,30.7,0,0,8,1,0
Churn,1,3576,979.333333,463,37,-0.1627907,Gold,Billing Problem,23,0,0,5,1,0
No Churn,0,72288,5150,164444,37,0.13567839,Silver,Billing Problem,21.4,0,0,6,1,0
Churn,1,80825,33884.6667,195613.667,37,0,Silver,Billing Problem,15,0,0,13,1,0
No Churn,0,24284,7845.33333,53608,37,0.02417795,Silver,Billing Problem,14,0,10,6,1,0
Churn,1,179258,14090,29758.6667,37,-0.8389662,Silver,Call Quality,34,0,0,10,1,0
Churn,1,16953,22073.6667,26468.6667,37,-0.2757511,Gold,Call Quality,27.7,0,0,37,1,0
Churn,1,15883,6778,17445.6667,17,-0.3093525,Silver,Call Quality,23.4,0,0,17,1,0
No Churn,0,9233,353.666667,1772.33333,37,3.59375,Gold,Billing Problem,38,0,0,3,1,0
No Churn,0,7170,10124.3333,30018.3333,23,-0.4317914,Silver,Billing Problem,6.8,0,0,5,1,0
No Churn,0,25976,4958,58122.6667,23,-0.4317914,Silver,Billing Problem,6.8,0,0,16,1,0
Churn,1,12712,645.333333,19789.6667,37,-0.0681818,Silver,Billing Problem,29,0,0,9,1,0
No Churn,0,12898,1056.66667,5554.33333,37,0.31334245,Silver,Check Account,6.7,0,0,3,1,0
No Churn,0,8767,3165,16459.3333,37,-0.1805177,Silver,Check Account,0,0,0,15,1,0
No Churn,0,13837,3353.33333,16835.3333,37,0.10411622,Silver,Billing Problem,2,0,0,5,1,0
No Churn,0,12712,494,4641.66667,25,-0.0175439,Silver,Moving,5,0,0,25,1,0
Churn,1,4111,1041,4924,29,-1,Gold,Call Quality,16.6,0,0,11,1,0
Churn,1,4950,45.6666667,937,37,-0.5,Gold,Moving,1.3,0,0,15,1,0
Churn,1,10169,1701,13946.6667,37,-1,Silver,Billing Problem,18.2,0,0,20,1,0
Churn,1,83662,0,0,25,-1,Silver,Call Quality,15.3,0,0,17,1,0
Churn,1,10187,2322,5341,34,-0.4493671,Gold,Billing Problem,18.5,0,0,10,1,0
Churn,1,16100,16160,33958.3333,37,-0.584995,Silver,Billing Problem,16.3,0,0,9,1,0
No Churn,0,63603,35147,159674.333,37,0.0817734,Silver,Billing Problem,8.2,0,0,14,1,0
Churn,1,10693,8680,19285.6667,37,-0.0363636,Gold,Call Quality,13.8,0,0,7,1,0
No Churn,0,42756,66245.3333,245505,37,0.04994097,Silver,Billing Problem,14,0,0,9,1,0
Churn,1,40397,44691.3333,207049,21,-0.9506594,Silver,Call Quality,17.3,0,0,1,1,0
No Churn,0,3630,3716.66667,9261.66667,37,-0.1346154,Gold,Call Quality,25.2,0,0,12,1,0
Churn,1,3347,0,0,37,0,Gold,Billing Problem,25.8,0,0,17,1,0
Churn,1,21355,8223.33333,29961.6667,37,-0.3109054,Silver,Billing Problem,16.8,0,0,37,1,0
No Churn,0,47930,41694.3333,134444.667,37,0.02529462,Silver,Billing Problem,8.8,0,0,21,1,0
No Churn,0,5180,205.333333,5462.66667,37,-0.2771084,Gold,Billing Problem,1,0,0,1,1,0
No Churn,0,20339,14678.3333,56003,37,0.08071823,Silver,Check Account,12.5,0,0,9,1,0
Churn,1,18102,18180,32652,37,-1,Silver,Billing Problem,8,0,0,7,1,0
No Churn,0,38417,17365,95912,37,-0.1403014,Silver,Moving,3,0,0,37,1,0
No Churn,0,12288,11139.6667,16831,37,0.44583333,Silver,Billing Problem,15.1,0,0,13,1,0
Churn,1,12067,1436,3172.66667,20,-0.3918919,Silver,Billing Problem,25.4,0,0,1,1,0
No Churn,0,20552,1582,5539.33333,37,-0.0877193,Silver,Billing Problem,17.5,0,0,5,1,0
Churn,1,25674,6866,26531.6667,37,-0.9941475,Silver,Call Quality,27,0,0,4,1,0
Churn,1,3347,584.333333,5754,37,-1,Gold,Call Quality,86,0,0,27,1,0
No Churn,0,7650,797.333333,4283.33333,37,1.01459854,Gold,Call Quality,10.4,0,0,11,1,0
Churn,1,7349,1873,6690,37,-0.2571429,Gold,Billing Problem,16.5,0,0,5,1,0
No Churn,0,22597,1174,29928,27,-0.0484375,Silver,Billing Problem,6.2,0,0,14,1,0
Churn,1,4645,2016.33333,10104,37,-1,Gold,Call Quality,16.3,0,0,21,1,0
No Churn,0,18284,2766.33333,11498.3333,37,-0.369863,Gold,Billing Problem,13,0,0,2,1,0
Churn,1,73502,2489.66667,11434.6667,37,0.06542056,Gold,Call Quality,16.5,0,0,6,1,0
No Churn,0,24313,17005.6667,47880,37,0.03549572,Silver,Billing Problem,2.9,0,0,2,1,0
No Churn,0,27334,3333.66667,25195,37,-0.1545179,Silver,Billing Problem,8.2,0,0,2,1,0
Churn,1,18195,436.333333,206.333333,37,-1,Gold,Call Quality,13.8,0,0,37,1,0
No Churn,0,12936,11401.3333,39427.3333,37,0.04088785,Silver,Billing Problem,33,0,0,25,1,0
No Churn,0,4797,79,1854.33333,22,0.08,Gold,Billing Problem,5,0,0,10,1,0
Churn,1,23146,3943.66667,4052,33,-0.5882541,Silver,Billing Problem,8.8,0,0,37,1,0
Churn,1,13054,3378.33333,11383.3333,37,-0.4101195,Silver,Billing Problem,16.3,0,0,20,1,0
Churn,1,15946,12627.3333,48096,37,-0.3022819,Silver,Billing Problem,15.3,0,0,10,1,0
No Churn,0,12288,2210.66667,8183.33333,17,-0.3215259,Silver,Billing Problem,3.8,0,0,8,1,0
Churn,1,21144,4631.66667,23681,37,-0.9320635,Silver,Call Quality,27.3,0,0,13,1,0
No Churn,0,21186,17712,102820,29,-0.1297554,Silver,Moving,2.8,0,0,11,1,0
